source,prompt_name,task,word_count,p_ai_oof_score
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.8456567366120792
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,299,0.6986419497340857
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,315,0.40340645678725
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.016910038996531776
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,292,0.35992497661681455
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,301,0.7073595157829539
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,307,0.6505449830876153
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,302,0.7986794787232612
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,297,0.683467532445008
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,290,0.26560431974293713
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,284,0.7895050335574759
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,285,0.0470748140766955
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.2790878655746489
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,303,0.8355670547439321
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,309,0.6016502774724157
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,283,0.9733814613028264
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,303,0.8642688920801315
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,282,0.05475485653794183
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,302,0.03142848617177366
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,298,0.5494829131384957
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.4928865576398757
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,295,0.6898008933701594
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.14215032349152967
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,317,0.29668584732793907
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.3883780988474707
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,295,0.31586425833311504
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,308,0.5616708407382921
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,277,0.33268729229618554
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,303,0.4113013439435536
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,305,0.4177472170064013
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,302,0.39273299479361323
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,287,0.09784869539888698
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.186713421505496
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,324,0.6058499110202314
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,291,0.5801870482659314
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,283,0.890697146770129
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.14584141672487866
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,509,0.8462546288676183
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,443,0.7858870640562055
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,510,0.886262198127841
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,435,0.5065039994063848
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,469,0.4054898526622043
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,377,0.7395459348034641
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,438,0.7912177381246869
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,489,0.8211828757540554
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,482,0.6757400939126832
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,511,0.5248952827693801
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,481,0.6135641975818278
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,465,0.2540378249083929
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,495,0.852215874694476
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,379,0.8970223521315499
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,500,0.34303798469821234
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,431,0.32373209773502226
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,440,0.6454290051034692
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,451,0.5873805453032173
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,383,0.8811667149623363
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,409,0.4886191902292539
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,510,0.8464669779378008
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,486,0.846621175016507
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,444,0.7983691149526881
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,374,0.7274049894766185
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,406,0.8225238781223883
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,491,0.15047711232761005
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,486,0.6699132219910274
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,481,0.8724671798395408
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,504,0.8099717107643551
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,415,0.6274109604747931
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,464,0.7762264506566653
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,427,0.741815669149621
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,496,0.5255071779791742
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,489,0.8277908899380453
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,470,0.5185627024375504
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,470,0.7270499031509617
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,462,0.7430669824825561
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,472,0.8333930854495908
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,494,0.5846073184429244
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,513,0.8708180027888717
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,426,0.6457942105220917
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,438,0.6583585112907471
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,435,0.48596026787036994
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,432,0.6490722727629462
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,393,0.8040633615332914
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,437,0.4671287247134216
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,364,0.7966507334081833
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,421,0.7441250236335739
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,480,0.4423726676551063
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,493,0.8551969170567989
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,295,0.061666629739691455
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,311,0.9448529963129799
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.010481213706240482
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,300,0.5585563342853637
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,310,0.8704068165786604
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,281,0.16379096213523006
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,308,0.9212799351480446
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.08759436729591631
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,291,0.8293790622050713
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,308,0.3805637627939588
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,308,0.018616766090895832
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,299,0.8590758291882966
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,321,0.8843673169478957
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,293,0.027104471200858148
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,282,0.890837206785302
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,284,0.672420973987913
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,309,0.5654014185566149
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,279,0.14310300165972908
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,300,0.22929232353081627
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,298,0.6837244603906477
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,280,0.36976935254834326
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,285,0.3429603985599821
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,310,0.768475689373609
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,282,0.013803555237069868
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.9045860314232343
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,275,0.8276134064292306
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,312,0.598243122065948
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.08455538437975126
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.7227432868961835
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,301,0.12179643841415731
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,310,0.046536266574860846
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,297,0.11862834290269411
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,266,0.009922700572043756
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,300,0.6562904840321135
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,303,0.9329529224678894
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.28154177833001015
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,300,0.6530169128862261
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.10146516194607419
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,298,0.6970931317076101
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,290,0.03434455071740469
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,291,0.03048592224027924
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,295,0.7730078068767097
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,298,0.7009149568143799
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,307,0.17522671154442962
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,303,0.04973269915658639
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,283,0.3789345534295048
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.2727836887686955
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,282,0.001714831070036175
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.33159019538869633
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,317,0.4513407159987656
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,432,0.5450915982272582
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,490,0.5309033475798604
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,497,0.9037587735274908
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,378,0.9360135904231606
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,430,0.7344641995571763
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,392,0.5645702744175884
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,501,0.5845551880520063
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,421,0.26087663336295464
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,480,0.6183008542042917
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,468,0.5739218049175023
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,323,0.4731260888274969
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,394,0.4221246222317329
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,449,0.8598808383059553
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,442,0.18226160457109455
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,487,0.745420676283532
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,481,0.8868379212194597
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,437,0.6656091317434131
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,496,0.8153187887864946
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,474,0.688068569717769
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,457,0.24227054362286923
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,485,0.9534373683552824
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,463,0.6215512542862431
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,439,0.42706192771662516
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,477,0.6155036517402211
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,480,0.7841669009789939
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,485,0.8772163438063393
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,467,0.8313243864009419
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,500,0.7910063083759953
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,437,0.5858725989226353
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,461,0.9273613988678678
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,425,0.40556952636368626
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,490,0.7200663734136765
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,496,0.6948203131251114
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,469,0.8833892202878073
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,525,0.9809634424946161
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,406,0.7857963732336072
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,399,0.6912197334463897
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,476,0.22001410027925355
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,473,0.8430100078053735
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,407,0.5642858099179364
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,462,0.3449599124611424
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,498,0.49905779556710733
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,456,0.3509005369162409
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,494,0.8946233111051878
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,496,0.3661767639274699
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,484,0.816152636602615
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,399,0.30706774169661866
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,464,0.3248577853973786
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,469,0.1366128823514927
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,382,0.5286952089497625
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,305,0.9468988829702945
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,299,0.7262415726659393
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,292,0.34361619050925024
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.5914584932019541
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,286,0.1597528013650552
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,277,0.3532998640639871
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.265035926631749
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,293,0.6166269791085772
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,286,0.6677399854819094
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,313,0.8355145307280348
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,286,0.5415732184776667
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,302,0.6378209201626652
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,292,0.6161883561925283
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,292,0.041111221403111485
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,307,0.01743206321896429
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.9109249008649177
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,301,0.6397157904500421
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,289,0.6837678367716772
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,262,0.6375327007112299
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,309,0.5756763679325959
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,285,0.5241846156959513
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,274,0.7742880763080636
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,300,0.2517508595147383
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.014287304906823024
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,309,0.48147798084879945
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,281,0.9388458822092638
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,314,0.9281381506685604
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,297,0.7510633734456963
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,303,0.9081429001224943
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,285,0.4353128020128073
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,300,0.32920489282279103
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,296,0.2838317039919931
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,294,0.79409144004453
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,297,0.4470671761357771
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,291,0.30490975789115354
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,280,0.5488695691135691
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,298,0.1883270656342632
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,293,0.9662515737347178
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,289,0.6925076499904395
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,298,0.003445272340971584
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.48093273297985023
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,310,0.741839442015607
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,304,0.5801544980193931
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,312,0.24963711728485097
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,297,0.5585069564737845
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,280,0.12250447488806923
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,268,0.6013871643589616
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,289,0.1463311720885819
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,295,0.7349206334343837
NousResearch/Llama-2-7b-chat-hf,Does the electoral college work?,Text dependent,302,0.039721426331062355
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,366,0.6952854690934814
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,433,0.7409945399128257
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,328,0.7852193177727994
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,345,0.6558148107736556
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,485,0.9184408351641783
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,452,0.8002349257676449
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,502,0.7805068496042935
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,489,0.49082633201103776
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,488,0.7567697415355432
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,486,0.6556498721702204
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,44,0.9839179065625212
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,475,0.8089589291293172
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,484,0.9486845891639295
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,503,0.8831054188548635
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,363,0.6762478263961395
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,427,0.5976550140275606
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,457,0.23217313265547984
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,368,0.49366225532549723
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,436,0.8747887746114581
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,490,0.4211998520087584
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,469,0.5954310768680318
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,437,0.4415931002378353
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,489,0.32376851879441515
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,493,0.28049131953982503
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,442,0.7743086528981066
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,193,0.7292720430969293
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,378,0.06810310318589663
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,460,0.7135513060529044
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,496,0.3585744357891978
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,460,0.9025424604153437
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,474,0.3640665583164077
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,515,0.060985418320056245
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,484,0.27845289398872025
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,471,0.9479276497060833
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,521,0.6513843674748089
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,415,0.8024967600366261
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,470,0.7854890325175825
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,345,0.7823281580641626
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,445,0.7501904159943491
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,471,0.6448279063775784
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,500,0.6854954646360313
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,434,0.1787254022478806
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,487,0.5377039509304921
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,487,0.4798254148476089
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,481,0.39891976514329625
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,398,0.2823631463092947
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,498,0.9365429234533768
mistralai/Mistral-7B-Instruct-v0.1,Does the electoral college work?,Text dependent,512,0.617170830120328
